TKey,Author,Title,Year,Type,School,Country,Pages,ISBN
T26831,A2241279,Graph database; and its tale on uncertainty,2013,PhD,University of New South Wales,Australia,,
T26855,A2227889,Big Data Architectures For Robust Systems,2017,PhD,University of Luxembourg,Luxembourg,,
T26878,A1542072,Towards integrating learning algorithms into computer system design,2019,PhD,University of New South Wales,Australia,,
T26883,A1758898,Hotspots of Dendritic Spine Dynamics Facilitate Learning and Memory,2017,PhD,UC,USA,,
T26888,A339109,Data mining in large audio collections of dolphin signals,2015,PhD,Georgia Institute of Technology,USA,,
T26891,A1686277,Towards structured representation of academic search results,2015,PhD,University of Trento,Italy,,
T26892,A2453692,Interpreting and Answering Keyword Queries using Web Knowledge Bases,2013,PhD,University of Waterloo,Canada,,
T26914,A1800731,Investigating Large-Scale Internet Abuse Through Web Page Classification,2015,PhD,UC,USA,,
T26915,A2210115,String hashing for collection-based compression,2015,PhD,University of Melbourne,Australia,,
T26926,A1554702,Assurance Management Framework for Access Control Systems,2012,PhD,Arizona State University,USA,,
T26927,A1484899,A BAD Thesis: The Vision; Creation; and Evaluation of a Big Active Data Platform,2018,PhD,UC,USA,,
T26934,A888037,Efficient inference algorithms for near-deterministic systems,2013,PhD,UC,USA,,
T26943,A967667,Towards High Assurance HTML5 Applications,2014,PhD,UC,USA,,
T26953,A2208607,Algorithms and Representations for Visual Recognition,2011,PhD,UC,USA,,
T26959,A364052,Using Multithreaded Techniques to Mask Memory Latency on FPGA Accelerators,2015,PhD,UC,USA,,
T26975,A2074157,Query Interactions in Database Systems,2012,PhD,University of Waterloo,Canada,,
T26976,A1933373,Visual understanding by salient proto-objects,2013,PhD,University of New South Wales,Australia,,
T26978,A673426,Balancing Behavioral Privacy and Information Utility in Sensory Data Flows,2014,PhD,UC,USA,,
T26990,A1405722,Workload Matters: A Robust Approach to Physical RDF Database Design,2015,PhD,University of Waterloo,Canada,,
T26994,A105253,Rank Matrix Factorisation and its Applications ; Rank matrix factorisatie en zijn toepassingen,2017,PhD,Katholieke Universiteit Leuven,Belgium,,
T26995,A2188209,Boolean and ranked information retrieval for biomedical systematic reviewing,2012,PhD,University of Melbourne,Australia,,
T27001,A855992,Querying Large Collections of Semistructured Data,2013,PhD,University of Waterloo,Canada,,
T27007,A2237277,Using Dependency Parses to Augment Feature Construction for Text Mining,2012,PhD,Virginia Tech,USA,,
T27020,A413415,Exploiting Contextual and Social Variability for Software Adaptation,2011,PhD,University of Trento,Italy,,
T27031,A305059,Physical Design for Non-relational Data Systems,2018,PhD,University of Waterloo,Canada,,
T27043,A1620003,Enabling access to and exploration of information graphs,2018,PhD,University of Trento,Italy,,
T27050,A997986,Voronoi-based nearest neighbor search for multi-dimensional uncertain databases,2013,PhD,University of Hong Kong,Hong Kong,,
T27054,A1428354,Query Language Extensions for Advanced Analytics on Big Data and their Efficient Implementation,2019,PhD,UC,USA,,
T27062,A1195368,Towards Comprehensible and Effective Permission Systems,2012,PhD,UC,USA,,
T27067,A2166701,Similarity search with earth mover's distance at scale,2013,PhD,University of Hong Kong,Hong Kong,,
T27072,A1976404,Delta-based Storage and Querying for Versioned Datasets,2018,PhD,University of Maryland,USA,,
T27111,A461675,Dynamic Upgrades for High Availability Systems,2015,PhD,University of Maryland,USA,,
T27113,A2380540,Nonnegative matrix factorization for clustering,2014,PhD,Georgia Institute of Technology,USA,,
T27118,A1196472,Poselets and Their Applications in High-Level Computer Vision,2011,PhD,UC,USA,,
T27121,A558862,Semantic Keyword Search on Large-Scale Semi-Structured Data,2016,PhD,Arizona State University,USA,,
T27138,A485575,Exploring Causal Factors of DBMS Thrashing,2015,PhD,University of Arizona,USA,,
T27143,A1286367,Online Privacy in Mobile and Web Platforms: Risk Quantification and Obfuscation Techniques,2019,PhD,University of New South Wales,Australia,,
T27149,A1130505,On-line and unsupervised learning for codebook based visual recognition,2011,PhD,University of New South Wales,Australia,,
T27156,A1649729,Delay-aware network I/O virtualization for cloud computing,2015,PhD,University of Hong Kong,Hong Kong,,
T27169,A1231496,Batch Mode Active Learning for Multimedia Pattern Recognition,2013,PhD,Arizona State University,USA,,
T27182,A515617,Optimizing the Performance of Data Analytics Frameworks,2017,PhD,Delft University of Technology,The Netherlands,,
T27187,A2227135,The Complexity of Entangled Games,2011,PhD,UC,USA,,
T27192,A1686833,Automated Structural and Spatial Comprehension of Data Tables,2014,PhD,University of Maryland,USA,,
T27195,A1302640,Microblogging Temporal Summarization: Filtering Important Twitter Updates for Breaking News,2015,PhD,University of Maryland,USA,,
T27201,A1699494,Polarization on Social Media,2018,PhD,Aalto University,Finland,,
T27214,A334875,Modern aspects of unsupervised learning,2014,PhD,Georgia Institute of Technology,USA,,
T27246,A891730,Extracting and Querying Probabilistic Information in BayesStore,2011,PhD,UC,USA,,
T27265,A2073520,Accelerating Analytic Queries on Compressed Data,2018,PhD,UC,USA,,
T27266,A463150,Classical; prize-collecting and node-weighted Steiner tree problems in graphs,2018,PhD,University of Melbourne,Australia,,
T27269,A531965,Identifying and mitigating threats from embedding third-party content,2017,PhD,Georgia Institute of Technology,USA,,
T27271,A475671,A Theoretical Development of a Multicarrier Wireless Relay System and a Practical Exploration of Full-Duplex Radio Communication,2014,PhD,UC,USA,,
T27279,A1756152,Objective assessment of psoriasis treatment through skin images,2014,PhD,University of Melbourne,Australia,,
T27291,A1231318,Learning knowledge to support domain-independent narrative intelligence,2015,PhD,Georgia Institute of Technology,USA,,
T27302,A1437879,Building Efficient and Cost-Effective Cloud-based Big Data Management Systems,2015,PhD,University of Maryland,USA,,
T27314,A461912,Global-Scale Data Management with Strong Consistency Guarantees,2017,PhD,UC,USA,,
T27317,A1903068,TensorDB and Tensor-Relational Model (TRM) for Efficient Tensor-Relational Operations,2014,PhD,Arizona State University,USA,,
T27319,A1139329,Conditional Divergence Triangle for Joint Training of Generator; Energy-based and Inference Models,2019,PhD,UC,USA,,
T27323,A2057630,Leakage in Trustworthy Systems,2014,PhD,University of New South Wales,Australia,,
T27333,A556413,SCA-Resistant and High-Performance Embedded Cryptography Using Instruction Set Extensions and Multi-Core Processors,2011,PhD,Virginia Tech,USA,,
T27338,A1369865,Exploiting Online User Feedback in Requirements Engineering,2015,PhD,University of Trento,Italy,,
T27340,A1818903,I/O Optimization in Big Data Storage Systems,2018,PhD,UC,USA,,
T27341,A2299469,Unsupervised Algorithms for Cross-Lingual Text Analysis; Translation Mining; and Information Retrieval (Algoritmen voor ongesuperviseerde cross-linguale tekstanalyse; het identificeren van vertalingen en informatieontsluiting),2014,PhD,Katholieke Universiteit Leuven,Belgium,,
T27362,A1081670,Improving dual-tree algorithms,2016,PhD,Georgia Institute of Technology,USA,,
T27371,A720878,Cherry Garcia: Transactions across Heterogeneous Data Stores,2015,PhD,University of Sydney,Australia,,
T27377,A1536442,Avoiding Communication in Dense Linear Algebra,2013,PhD,UC,USA,,
T27378,A44915,Data-centric Programming for Distributed Systems,2015,PhD,UC,USA,,
T27381,A662258,Isolating and Restricting Client-Side JavaScript ; Isoleren en beperken van JavaScript aan de cliëntzijde,2015,PhD,Katholieke Universiteit Leuven,Belgium,,
T27382,A716912,Query Processing and Cardinality Estimation in Modern Database Systems,2018,PhD,UC,USA,,
T27397,A2059820,Systems and applications for persistent memory,2016,PhD,Georgia Institute of Technology,USA,,
T27402,A1272189,Learning to Efficiently Rank,2012,PhD,University of Maryland,USA,,
T27404,A886102,Modeling; Learning; and Inference of High-Dimensional Asynchronous Event Data,2016,PhD,Georgia Institute of Technology,USA,,
T27410,A1259780,New support vector machine formulations and algorithms with application to biomedical data analysis,2011,PhD,Georgia Institute of Technology,USA,,
T27414,A608273,Automated Approaches to Community Question Answering,2019,PhD,University of Trento,Italy,,
T27416,A2025534,Big data cluster analysis and its applications,2018,PhD,University of Melbourne,Australia,,
T27426,A1385489,Scalable Big Data Systems: Architectures and Optimizations,2016,PhD,Georgia Institute of Technology,USA,,
T27439,A70440,Point process modeling and optimization of social networks,2018,PhD,Georgia Institute of Technology,USA,,
T27456,A2449572,Probabilistic Models for Scalable Knowledge Graph Construction,2016,PhD,University of Maryland,USA,,
T27464,A303330,Goal-Oriented Development of Self-Adaptive Systems,2011,PhD,University of Trento,Italy,,
T27468,A1631322,Database Acceleration on FPGAs,2019,PhD,Delft University of Technology,The Netherlands,,
T27488,A1904671,Increasing the Efficiency of High-Recall Information Retrieval,2019,PhD,University of Waterloo,Canada,,
T27496,A1598885,Value-based global optimization,2012,PhD,Georgia Institute of Technology,USA,,
T27511,A2076485,Enabling Model-Driven Live Analytics For Cyber-Physical Systems: The Case of Smart Grids,2016,PhD,University of Luxembourg,Luxembourg,,
T27518,A1587938,Program Analyses for Cloud Computations,2015,PhD,UC,USA,,
T27534,A113354,An algorithmic approach to Approximate Query,2014,PhD,University of Sydney,Australia,,
T27541,A1975792,Online; Data Driven Learning Approaches in Operations Management Problems,2012,PhD,UC,USA,,
T27543,A41682,Query Answering in Data Integration Systems,2011,PhD,UC,USA,,
T27548,A2003576,Quality of Service in Distributed Stream Processing for large scale Smart Pervasive Environments,2014,PhD,University of Bologna,Italy,,
T27559,A1038317,Automatic Tuning of Data-Intensive Analytical Workloads,2012,PhD,Duke University,USA,,
T27578,A1936763,Modeling Dependencies in Natural Languages with Latent Variables,2011,PhD,University of Maryland,USA,,
T27589,A1029108,Making the Most of It: Word Sense Annotation and Disambiguation in the Face of Data Sparsity and Ambiguity,2014,PhD,UC,USA,,
T27600,A2234880,Efficient programming of massive-memory machines,2018,PhD,Georgia Institute of Technology,USA,,
T27601,A594918,Situation Recognition from Multi-Resolution Event Streams,2016,PhD,UC,USA,,
T27612,A367464,Allocations in Large Markets,2017,PhD,University of Maryland,USA,,
T27613,A1915644,Learning from Subsampled Data: Active and Randomized Strategies,2013,PhD,UC,USA,,
T27614,A209191,Building Adaptive Computational Systems for Physiological and Biomedical Data,2013,PhD,Arizona State University,USA,,
T27624,A921338,Similarity analysis with advanced relationships on big data,2015,PhD,University of Melbourne,Australia,,
T27629,A2076311,Enhance the understanding of whole-genome evolution by designing; accelerating and parallelizing phylogenetic algorithms,2014,PhD,Georgia Institute of Technology,USA,,
T27630,A929057,Transactional and Spatial Query Processing in the Big Data Era,2016,PhD,UC,USA,,
T27638,A711263,Towards Automated Online Schema Evolution,2017,PhD,UC,USA,,
T27668,A1289132,Scalable Content-Based Image and Video Retrieval,2016,PhD,University of Sydney,Australia,,
T27675,A596427,Interactive Event-driven Knowledge Discovery from Data Streams,2016,PhD,UC,USA,,
T27686,A1740080,Lifted Inference and Learning in Statistical Relational Models (Eerste-orde inferentie en leren in statistische relationele modellen),2013,PhD,Katholieke Universiteit Leuven,Belgium,,
T27696,A2012205,Parallel Machine Learning Using Concurrency Control,2017,PhD,UC,USA,,
T27721,A1023234,Multi-user MIMO techniques for cellular systems,2014,PhD,University of Melbourne,Australia,,
T27734,A1796827,Machine Learning Models for High-dimensional Biomedical Data,2018,PhD,Arizona State University,USA,,
T27738,A2072156,The Matrix Profile: Scalable Algorithms and New Primitives for Time Series Data Mining,2018,PhD,UC,USA,,
T27749,A342078,Approximation Algorithms for Facility Location and Clustering Problems,2017,PhD,University of Maryland,USA,,
T27753,A2084829,Multi-Label Dimensionality Reduction,2011,PhD,Arizona State University,USA,,
T27768,A1197356,Dynamic Shared Memory Architecture; Systems; and Optimizations for High Performance and Secure Virtualized Cloud,2018,PhD,Georgia Institute of Technology,USA,,
T27783,A1483811,From spatio-temporal data to a weighted and lagged network between functional domains: Applications in climate and neuroscience,2016,PhD,Georgia Institute of Technology,USA,,
T27802,A1329840,Historical Graph Data Management,2015,PhD,University of Maryland,USA,,
T27825,A1198820,Verification of Hierarchical Data-Driven Workflows,2018,PhD,UC,USA,,
T27826,A1261314,Modeling and Querying Uncertainty in Data Cleaning,2012,PhD,University of Waterloo,Canada,,
T27827,A1858422,Large Scale Aggregated Sentiment Analytics,2013,PhD,University of Trento,Italy,,
T27828,A1899755,Efficient Algorithms for High Dimensional Data Mining,2012,PhD,UC,USA,,
T27830,A1980395,A probabilistic framework of transfer learning - theory and application,2015,PhD,Arizona State University,USA,,
T27832,A1299063,Controlling the effect of crowd noisy annotations in NLP Tasks,2017,PhD,University of Trento,Italy,,
T27850,A2123524,Event Mining Over Multiple Text Streams,2019,PhD,University of New South Wales,Australia,,
T27853,A1421509,Efficient publish/subscribe processing over geo-textual stream,2017,PhD,University of New South Wales,Australia,,
T27859,A2381986,Graph-based algorithms and models for security; healthcare; and finance,2016,PhD,Georgia Institute of Technology,USA,,
T27867,A2285806,Extracting Knowledge for Cultural Heritage Knowledge Base Population,2013,PhD,Norwegian University of Science and Technology,Norway,,
T27874,A590160,Statistical Analysis of Operational Data for Manufacturing System Performance Improvement,2013,PhD,University of Arizona,USA,,
T27875,A457130,A New Approach to Network Function Virtualization,2017,PhD,UC,USA,,
T27891,A1297907,Learning with Low-Quality Data: Multi-View Semi-Supervised Learning with Missing Views,2012,PhD,University of Kansas,USA,,
T27897,A117122,Combating Attacks and Abuse in Large Online Communities,2016,PhD,UC,USA,,
T27902,A704255,Integrating Skips and Bitvectors for List Intersection,2014,PhD,University of Waterloo,Canada,,
T27904,A12827,Design and Analysis Methods for Privacy Technologies (Ontwerp- en analysemethodes van privacytechnologieën),2011,PhD,Katholieke Universiteit Leuven,Belgium,,
T27912,A1226844,Scaling Up Large-scale Sparse Learning and Its Application to Medical Imaging,2017,PhD,Arizona State University,USA,,
T27921,A376151,Machine learning approaches towards holistic brain functional space discovery from fMRI big data,2016,PhD,University of Georgia,USA,,
T27930,A1599682,Selective Search Architectures and Brute Force Scan Techniques for Summarizing Social Media Posts,2017,PhD,University of Maryland,USA,,
T27939,A1468272,Structured Learning and Decision-Making for Medical Informatics,2018,PhD,UC,USA,,
T27952,A78598,Novel Applications Using Latent Variable Models,2015,PhD,University of Sydney,Australia,,
T27955,A37845,Cumulon: Simplified Matrix-Based Data Analytics in the Cloud,2016,PhD,Duke University,USA,,
T27967,A85040,Practical compression for multi-alignment genomic files,2015,PhD,University of Melbourne,Australia,,
T27990,A304978,On Robust and Reusable Interfaces in Aspect-Oriented Software Architectures (Robuuste en herbruikbare interfaces in aspectgeoriënteerde architecturen),2011,PhD,Katholieke Universiteit Leuven,Belgium,,
T27999,A760531,Profit driven data mining in massive customer networks: new insights and algorithms,2012,PhD,Katholieke Universiteit Leuven,Belgium,,
T28002,A1653600,A two-layered Knowledge Architecture for perceptual and linguistic Knowledge,2017,PhD,University of Trento,Italy,,
T28009,A33887,Characterization and Detection of Malicious Behavior on the Web,2017,PhD,University of Maryland,USA,,
T28026,A529540,Nonlinear Dimensionality Reduction by Manifold Unfolding,2013,PhD,University of Waterloo,Canada,,
T28037,A2223077,Decision making under uncertainty,2011,PhD,University of Maryland,USA,,
T28060,A542328,Applications of Formal And Semi-formal Verification on Software Testing; High-level Synthesis And Energy Internet,2018,PhD,UC,USA,,
T28065,A1262460,Compressing and Querrying the Human Genome,2013,PhD,UC,USA,,
T28081,A2233534,Space-Efficient Data Structures for Information Retrieval,2013,PhD,University of Waterloo,Canada,,
T28088,A929411,Automated analysis of time lapse microscopy images,2012,PhD,University of Melbourne,Australia,,
T28090,A2156628,Exploring classifier attribute interactions and time series using constrained randomisations,2017,PhD,Aalto University,Finland,,
T28107,A1747087,On dynamic tensor decompositions,2019,PhD,University of Melbourne,Australia,,
T28113,A175866,Enabling Efficient Graph Computing with Near-data Processing Techniques,2018,PhD,Georgia Institute of Technology,USA,,
T28123,A1698785,Analysis-Aware Approach To Entity Resolution,2015,PhD,UC,USA,,
T28143,A1655985,Balancing Generality and Specialization for Machine Learning in the Post-ISA Era,2019,PhD,Georgia Institute of Technology,USA,,
T28151,A2217897,Advanced Factorization Models for Recommender Systems,2018,PhD,Delft University of Technology,The Netherlands,,
T28152,A82765,Application of Mathematical and Computational Models to Mitigate the Overutilization of Healthcare Systems,2017,PhD,University of Maryland,USA,,
T28165,A1498510,Efficiently Computing Exact Set Similarity Joins,2018,PhD,University of New South Wales,Australia,,
T28205,A1751550,Automated recognition of handwritten mathematics,2014,PhD,University of Waterloo,Canada,,
T28206,A842775,Efficient reachability analysis for evolving graph structured data,2015,PhD,University of Georgia,USA,,
T28225,A1697359,Using Hybrid Clouds for Secure and Efficient Data Processing,2015,PhD,UC,USA,,
T28227,A1448862,I/O efficient cohesive subgraph search in large graphs,2017,PhD,University of New South Wales,Australia,,
T28254,A702211,Exploration of Contextual Relationships for Robust Video Analysis: Applications in Camera Networks; Bio-image Analysis and Activity Forecasting,2014,PhD,UC,USA,,
T28274,A275094,Analyzing and Processing Big Real Graphs,2014,PhD,UC,USA,,
T28275,A1550922,Algorithms and analysis for non-convex optimization problems in machine learning,2017,PhD,Georgia Institute of Technology,USA,,
T28279,A2191199,Knowledge Extraction and Retrieval for Domain-Specific Documents,2015,PhD,UC,USA,,
T28294,A1050466,Approximate Markov Chain Monte Carlo Algorithms for Large Scale Bayesian Inference,2014,PhD,UC,USA,,
T28311,A999467,Expressive Knowledge Resources in Probabilistic Models,2014,PhD,University of Maryland,USA,,
T28314,A883418,Multi-Task Learning via Structured Regularization: Formulations; Algorithms; and Applications,2011,PhD,Arizona State University,USA,,
T28319,A1647110,Retrieving Structured Items via Utility Estimation,2018,PhD,UC,USA,,
T28330,A114528,Identification using Convexification and Recursion,2016,PhD,Uppsala University,Sweden,,
T28366,A1264764,An Exploration and Optimization of Cooperative Coevolution,2013,PhD,Norwegian University of Science and Technology,Norway,,
T28374,A775985,Design and Analysis of Crowdsourcing Mechanisms,2015,PhD,UC,USA,,
T28390,A2234688,Cohesive Subgraph Computation in Graphs,2020,PhD,University of New South Wales,Australia,,
T28400,A1783074,Extraction and Exploitation of User Goals and Intentions for Querying and Recommendation,2017,PhD,University of Trento,Italy,,
T28407,A680774,Highly scalable and effective algorithms for training support vector machines,2015,PhD,University of Melbourne,Australia,,
T28418,A456834,Development of a Novel Evolving Neuro-Fuzzy System for Learning in Non-Stationary Environments,2014,PhD,University of New South Wales,Australia,,
T28424,A890427,Leveraging contextual cues for dynamic scene understanding,2016,PhD,Georgia Institute of Technology,USA,,
T28429,A708930,Point process-based modeling and analysis of asynchronous event sequences,2017,PhD,Georgia Institute of Technology,USA,,
T28443,A2129499,Robust and efficient unsupervised anomaly detection in complex and dynamic environments,2018,PhD,University of Melbourne,Australia,,
T28446,A1094825,Transforming Time Series for Efficient and Accurate Classification,2018,PhD,University of Luxembourg,Luxembourg,,
T28471,A134452,Proximity of Terms; Texts and Semantic Vectors in Information Retrieval,2017,PhD,Delft University of Technology,The Netherlands,,
T28494,A858474,Efficient Processing of Spatial Keyword Queries,2015,PhD,University of New South Wales,Australia,,
T28501,A1086243,System-Aware Optimization for Machine Learning at Scale,2017,PhD,UC,USA,,
T28531,A759227,Innovative mining; processing; and application of big graphs,2018,PhD,Georgia Institute of Technology,USA,,
T28562,A38860,Cleaning algorithms for novel applications,2015,PhD,University of Hong Kong,Hong Kong,,
T28575,A2187141,Understanding Data Analysis Activity via Log Analysis,2017,PhD,UC,USA,,
T28581,A2168133,Domain-Specific Analysis and Search on User-Generated Content,2017,PhD,UC,USA,,
T28583,A1899796,Service-Level-Driven Load Scheduling and Balancing in Multi-Tier Cloud Computing,2019,PhD,University of Waterloo,Canada,,
T28588,A1237464,Graph-based Analytics for Decentralized Online Social Networks,2018,PhD,Royal Institute of Technology,Sweden,,
T28592,A2295944,Queries with Bounded Errors & Bounded Response Times on Very Large Data,2014,PhD,UC,USA,,
T28601,A279950,Doctor AI: Interpretable deep learning for modeling electronic health records,2018,PhD,Georgia Institute of Technology,USA,,
T28606,A2065017,A Weakly Supervised Approach for Object Detection,2016,PhD,University of New South Wales,Australia,,
T28644,A1400372,Mixture Models for Personalized Recommendation and Prediction,2018,PhD,UC,USA,,
T28646,A1447336,Block Coordinate Descent Proximal Method for ODE Estimation and Discovery,2019,PhD,UC,USA,,
T28651,A2004010,Algorithms for evolving graph analysis,2014,PhD,University of Hong Kong,Hong Kong,,
T28662,A2187227,What to Bid and When to Stop,2014,PhD,Delft University of Technology,The Netherlands,,
T28712,A1315134,Architectures for stateful data-intensive analytics,2011,PhD,UC,USA,,
T28716,A961276,Summarizing Massive Information for Querying Web Sources and Data Streams,2014,PhD,UC,USA,,
T28717,A1703774,Bottom Up and Top Down - Twig Pattern Matching on Indexed Trees,2012,PhD,Norwegian University of Science and Technology,Norway,,
T28743,A822203,Mining Big and Fast Data: Algorithms and Optimizations for Real-Time Data Processing,2018,PhD,Royal Institute of Technology,Sweden,,
T28747,A976683,Making Computer Vision Computationally Efficient,2012,PhD,UC,USA,,
T28750,A1534616,Sparse signal recovery exploiting spatiotemporal correlation,2012,PhD,UC,USA,,
T28758,A269220,A study of transient bottlenecks: understanding and reducing latency long-tail problem in n-tier web applications,2015,PhD,Georgia Institute of Technology,USA,,
T28761,A2422514,Data-Aware Scheduling in Datacenters,2016,PhD,University of Maryland,USA,,
T28763,A1404877,Publish/Subscribe for Large-Scale Social Interaction: Design; Analysis and Resource Provisioning,2015,PhD,University of Oslo,Norway,,
T28765,A1498801,Latent feature models for dyadic prediction /,2013,PhD,UC,USA,,
T28767,A436554,Human-Centered AI through Scalable Visual Data Analytics,2020,PhD,Georgia Institute of Technology,USA,,
T28770,A989906,Multifaceted Geotagging for Streaming News,2012,PhD,University of Maryland,USA,,
T28773,A92353,Exploiting Text Corpora for Data Enrichment in Language and Vision Applications,2014,PhD,University of Trento,Italy,,
T28781,A885863,Minimization of Resource Consumption through Workload Consolidation in Large-Scale Distributed Data Platforms,2014,PhD,University of Maryland,USA,,
T28783,A1901953,The Contextual Features in Schema-Agnostic Environment,2014,PhD,Norwegian University of Science and Technology,Norway,,
T28796,A918436,GLADE-ML: A Database For Big Data Analytics,2016,PhD,UC,USA,,
T28806,A1040217,Towards Proactive Context-aware Computing and Systems,2015,PhD,University of Maryland,USA,,
T28813,A1919963,Learning with Attributed Networks: Algorithms and Applications,2019,PhD,Arizona State University,USA,,
T28843,A2101339,Scaling up machine learning algorithms to handle big data,2014,PhD,University of Georgia,USA,,
T28866,A280147,Business process discovery: new techniques and applications,2012,PhD,Katholieke Universiteit Leuven,Belgium,,
T28868,A432682,Indexing for Very Large Data Series Collections,2016,PhD,University of Trento,Italy,,
T28875,A375794,Space-Efficient Data Structures in the Word-RAM and Bitprobe Models,2013,PhD,University of Waterloo,Canada,,
T28883,A1805334,Deep saliency detection and color sketch generation,2016,PhD,University of Hong Kong,Hong Kong,,
T28914,A44585,Image patch modeling in a light field,2014,PhD,UC,USA,,
T28918,A2070073,Inference and Learning for Directed Probabilistic Logic Models (Inferentie en leren voor gerichte probabilistische logische modellen),2011,PhD,Katholieke Universiteit Leuven,Belgium,,
T28924,A988797,Matching Algorithm Design in E-Commerce: Harnessing the Power of Machine Learning via Stochastic Optimization,2019,PhD,University of Maryland,USA,,
T28930,A1197633,Trace Oblivious Program Execution,2016,PhD,University of Maryland,USA,,
T28940,A75306,Study of system level millibottlenecks and their impact on N-tier system performance,2018,PhD,Georgia Institute of Technology,USA,,
T28948,A693953,Multi-Task Learning and Its Applications to Biomedical Informatics,2014,PhD,Arizona State University,USA,,
T28951,A36341,Approximate Query Processing with Multiple Similarity Metrics,2018,PhD,University of New South Wales,Australia,,
T28952,A2444727,Symmetric schemes for efficient range and error-tolerant search on encrypted data,2012,PhD,Georgia Institute of Technology,USA,,
T28955,A327889,Characterizing User Search Intent and Behavior for Click Analysis in Sponsored Search,2013,PhD,University of Waterloo,Canada,,
T28959,A396799,Solving Practical Problems in Datacenter Networks,2013,PhD,Duke University,USA,,
T28960,A717793,Web Data Integration for Non-Expert Users,2018,PhD,University of Waterloo,Canada,,
T28965,A1846362,Methods for analyzing temporal networks,2018,PhD,Aalto University,Finland,,
T28968,A563757,Ranking and Context-awareness in Recommender Systems,2013,PhD,Delft University of Technology,The Netherlands,,
T28972,A2361280,Algorithms for continuous queries: A geometric approach,2013,PhD,Duke University,USA,,
T28973,A1284526,Investigating an Approach for Discovering Second Hop Neighbors in BGP,2017,PhD,UC,USA,,
T28983,A2106365,Exploring the consensus and complementary information over visual data objects from multiple views,2015,PhD,University of New South Wales,Australia,,
T28986,A1717166,Reputation Systems in Labor and Advertising Marketplaces,2015,PhD,UC,USA,80,
T28998,A1545734,Analysis and design of secure and privacy preserving systems,2018,PhD,University of New South Wales,Australia,,
T28999,A1464073,Discourse-Level Language Understanding with Deep Learning,2017,PhD,University of Maryland,USA,,
T29006,A859484,Provable Security for Cryptocurrencies,2016,PhD,University of Maryland,USA,,
T29014,A399196,An Optimization Index to Identify the optimal Design Solution of Bridges,2014,PhD,University of Trento,Italy,,
T29022,A13499,Personalizable Knowledge Integration,2011,PhD,University of Maryland,USA,,
T29024,A1056156,Randomized Algorithms for Scalable Machine Learning,2012,PhD,UC,USA,,
T29034,A430878,Mining gap-constrained sequential patterns in certain and uncertain databases,2014,PhD,University of Melbourne,Australia,,
T29056,A853360,Probabilistic Methods for Distributed Learning,2014,PhD,Duke University,USA,,
T29071,A585004,Modeling High Dimensional Multi-Stream Data for Monitoring and Prediction,2020,PhD,Georgia Institute of Technology,USA,,
T29076,A1435064,A Probabilistic Graphical Model for Structured Prediction over Heterogeneous Data,2017,PhD,University of New South Wales,Australia,,
T29090,A241438,Efficient Processing of Geo-tagged Data,2016,PhD,University of New South Wales,Australia,,
T29116,A2417072,Learning-Based Methods for Outlier Detection in Imbalanced and Heterogeneous Data,2018,PhD,University of New South Wales,Australia,,
T29124,A2167590,Approximation Assisted multiobjective and Collaborative robust Optimization under interval uncertainty,2012,PhD,University of Maryland,USA,,
T29130,A2043111,Learning Structured and Causal Probabilistic Models for Computational Science,2018,PhD,UC,USA,,
T29181,A2011355,Knowledge Patterns for the Web: extraction; tranformation and reuse,2014,PhD,University of Bologna,Italy,,
T29183,A987116,Querying Large-scale Knowledge Graphs,2015,PhD,UC,USA,,
T29209,A1320957,Declarative Languages and Scalable Systems for Graph Analytics and Knowledge Discovery,2017,PhD,UC,USA,,
T29217,A773692,Enhancing the Usability of Complex Structured Data by Supporting Keyword Searches,2011,PhD,Arizona State University,USA,,
T29223,A2351013,Scalable and Reliable Data Stream Processing,2018,PhD,Royal Institute of Technology,Sweden,,
T29234,A1283152,Collaboration between doctors and nurses in two public hospitals in China,2013,PhD,University of Hong Kong,Hong Kong,,
T29238,A325653,Single View 3D Reconstruction and Parsing Using Geometric Commonsense for Scene Understanding,2017,PhD,UC,USA,,
T29250,A37225,Scalable and Holistic Qualitative Data Cleaning,2017,PhD,University of Waterloo,Canada,,
T29253,A1423106,Automated generating CTF challenges with program analysis tools resistance,2018,PhD,University of Georgia,USA,,
T29270,A1293414,Towards reliable geographic broadcasting in vehicular networks,2014,PhD,University of Sydney,Australia,,
T29290,A1240833,Furthering the Automation of Electroencephalographic Source Analysis,2019,PhD,UC,USA,,
T29292,A245926,Scalable Network Forensics,2016,PhD,UC,USA,,
T29325,A704968,Managing space in forward pick areas of warehouses for small parts,2014,PhD,Georgia Institute of Technology,USA,,
T29335,A1311367,Multi-Version Search and Cache-Conscious Ranking Optimization,2017,PhD,UC,USA,,
T29338,A1911307,New results on online job scheduling,2013,PhD,University of Hong Kong,Hong Kong,,
T29342,A1707564,Coflow: A Networking Abstraction for Distributed Data-Parallel Applications,2015,PhD,UC,USA,,
T29365,A247243,Towards Theoretical Foundations of Clustering,2012,PhD,University of Waterloo,Canada,,
T29382,A877682,Big data clustering for smart city applications,2016,PhD,University of Melbourne,Australia,,
T29387,A110155,Fast optimization methods for machine learning; and game-theoretic models of cultural evolution,2018,PhD,University of Maryland,USA,,
T29409,A1549492,Discovery of Latent Factors in High-dimensional Data Using Tensor Methods,2016,PhD,UC,USA,,
