#Year, Host_Country, Match_ID, Type, Date, Location, Team 1, Team 2, Score 1, Score 2
1978,Argentina,223,Group I,1978-06-18,Estadio Chateau Carreras; Córdoba,Netherlands,West Germany,2,2
1978,Argentina,224,Group I,1978-06-21,Estadio Monumental; Buenos Aires,Italy,Netherlands,1,2
1978,Argentina,225,Group I,1978-06-21,Estadio Chateau Carreras; Córdoba,Austria,West Germany,3,2
1978,Argentina,226,Group J,1978-06-14,Estadio Gigante de Arroyito; Rosario,Argentina,Poland,2,0
1978,Argentina,227,Group J,1978-06-14,Estadio Ciudad de Mendoza; Mendoza,Peru,Brazil,0,3
1978,Argentina,228,Group J,1978-06-18,Estadio Gigante de Arroyito; Rosario,Argentina,Brazil,0,0
1978,Argentina,229,Group J,1978-06-18,Estadio Ciudad de Mendoza; Mendoza,Peru,Poland,0,1
1978,Argentina,230,Group J,1978-06-21,Estadio Gigante de Arroyito; Rosario,Argentina,Peru,6,0
1978,Argentina,231,Group J,1978-06-21,Estadio Ciudad de Mendoza; Mendoza,Poland,Brazil,1,3
1978,Argentina,232,Match for third place,1978-06-24,Estadio Monumental; Buenos Aires,Brazil,Italy,2,1
1978,Argentina,233,Final,1978-06-25,Estadio Monumental; Buenos Aires,Netherlands,Argentina,1,3
1982,Spain,234,Group 1,1982-06-14,Balaídos; Vigo,Italy,Poland,0,0
1982,Spain,235,Group 1,1982-06-15,Estadio de Riazor; A Coruña,Peru,Cameroon,0,0
1982,Spain,236,Group 1,1982-06-18,Balaídos; Vigo,Italy,Peru,1,1
1982,Spain,237,Group 1,1982-06-19,Estadio de Riazor; A Coruña,Poland,Cameroon,0,0
1982,Spain,238,Group 1,1982-06-22,Estadio de Riazor; A Coruña,Poland,Peru,5,1
1982,Spain,239,Group 1,1982-06-23,Balaídos; Vigo,Italy,Cameroon,1,1
1982,Spain,240,Group 2,1982-06-16,El Molinón; Gijón,West Germany,Algeria,1,2
1982,Spain,241,Group 2,1982-06-17,Estadio Carlos Tartiere; Oviedo,Chile,Austria,0,1
1982,Spain,242,Group 2,1982-06-20,El Molinón; Gijón,West Germany,Chile,4,1
1982,Spain,243,Group 2,1982-06-21,Estadio Carlos Tartiere; Oviedo,Algeria,Austria,0,2
1982,Spain,244,Group 2,1982-06-24,Estadio Carlos Tartiere; Oviedo,Algeria,Chile,3,2
1982,Spain,245,Group 2,1982-06-25,El Molinón; Gijón,West Germany,Austria,1,0
1982,Spain,246,Group 3,1982-06-13,Camp Nou; Barcelona,Argentina,Belgium,0,1
1982,Spain,247,Group 3,1982-06-15,Nuevo Estadio; Elche,Hungary,El Salvador,10,1
1982,Spain,248,Group 3,1982-06-18,Estadio José Rico Pérez; Alicante,Argentina,Hungary,4,1
1982,Spain,249,Group 3,1982-06-19,Nuevo Estadio; Elche,Belgium,El Salvador,1,0
1982,Spain,250,Group 3,1982-06-22,Nuevo Estadio; Elche,Belgium,Hungary,1,1
1982,Spain,251,Group 3,1982-06-23,Estadio José Rico Pérez; Alicante,Argentina,El Salvador,2,0
